aten_id,aten_id2,evalue,saccver,method,kegg,has_signal,pfam,Entry,Status,Protein names,Gene names,Organism,Length,Organism ID,EC number,Gene ontology IDs,Cross-reference (KEGG),Cross-reference (GeneID),Ensembl transcript,Cross-reference (eggNOG),Cross-reference (KO),Cross-reference (OrthoDB),Cross-reference (BioCyc),Cross-reference (BRENDA),Cross-reference (Reactome),ipr_go
aten_0.1.m1.6487.m1,aten_0.1.m1.6487,2.10E-93,GLRA1_HUMAN,blastp,K05190,YES,PF02931.22;PF02932.15,P23415,reviewed,Glycine receptor subunit alpha-1 (Glycine receptor 48 kDa subunit) (Glycine receptor strychnine-binding subunit),GLRA1,Homo sapiens (Human),457,9606,NA,GO:0001508; GO:0001964; GO:0002087; GO:0004888; GO:0005783; GO:0005886; GO:0005887; GO:0006811; GO:0006821; GO:0006936; GO:0007165; GO:0007218; GO:0007268; GO:0007340; GO:0007601; GO:0007628; GO:0008270; GO:0009897; GO:0016021; GO:0016594; GO:0016934; GO:0030054; GO:0030425; GO:0030977; GO:0034220; GO:0034707; GO:0042391; GO:0042802; GO:0043005; GO:0043025; GO:0043200; GO:0043204; GO:0043231; GO:0044305; GO:0045202; GO:0045211; GO:0050877; GO:0050884; GO:0051260; GO:0051291; GO:0051970; GO:0060012; GO:0060013; GO:0060077; GO:0060080; GO:0071230; GO:0071294; GO:0071361; GO:0097305; GO:0098690; GO:0099056; GO:0099060; GO:1902476; GO:1904315; GO:2000344,hsa:2741;,2741;,ENST00000274576 [P23415-2];ENST00000455880 [P23415-1];,KOG3643;ENOG410XPWH;,K05193;,614790at2759;,NA,NA,R-HSA-112314;,GO:0006811;GO:0016021;GO:0005230;GO:0004888;GO:0005216;GO:0034220
aten_0.1.m1.13893.m1,aten_0.1.m1.13893,2.16E-43,SFSWA_HUMAN,blastp,NA,NA,PF01805.19;PF09750.8;PF15576.5,Q12872,reviewed,"Splicing factor, suppressor of white-apricot homolog (Splicing factor, arginine/serine-rich 8) (Suppressor of white apricot protein homolog)",SFSWAP SFRS8 SWAP,Homo sapiens (Human),951,9606,NA,GO:0000380; GO:0000395; GO:0003723; GO:0005634; GO:0048025,hsa:6433;,6433;,ENST00000261674 [Q12872-1];ENST00000541286 [Q12872-2];,KOG1847;ENOG410ZQGI;,NA,1414730at2759;,NA,NA,NA,GO:0003723;GO:0006396
aten_0.1.m1.5595.m1,aten_0.1.m1.5595,7.08E-70,PGM1_MACFA,blastp,NA,NA,PF02878.15,Q4R5E4,reviewed,Phosphoglucomutase-1 (PGM 1) (EC 5.4.2.2) (Glucose phosphomutase 1),PGM1 QnpA-16101,Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey),562,9541,5.4.2.2,GO:0000287; GO:0004614; GO:0005737; GO:0006006,mcf:101925921;,101925921;,NA,NA,K01835;,NA,NA,NA,NA,GO:0000287;GO:0005975;GO:0016868
aten_0.1.m1.5530.m1,aten_0.1.m1.5530,5.47E-35,ATG10_MOUSE,blastp,K17888,NA,PF03987.14,Q8R1P4,reviewed,Ubiquitin-like-conjugating enzyme ATG10 (EC 2.3.2.-) (Autophagy-related protein 10) (APG10-like) (mAPG10),Atg10 Apg10l,Mus musculus (Mouse),215,10090,2.3.2.-,GO:0005829; GO:0006497; GO:0006914; GO:0006983; GO:0015031; GO:0016236; GO:0019777; GO:0031401; GO:0032446,mmu:66795;,66795;,NA,KOG4741;ENOG4111W4Q;,K17888;,1538225at2759;,NA,NA,R-MMU-1632852;,
aten_0.1.m1.37048.m1,aten_0.1.m1.37048,6.61E-57,IF4H_MOUSE,blastp,NA,NA,PF00076.21,Q9WUK2,reviewed,Eukaryotic translation initiation factor 4H (eIF-4H) (Williams-Beuren syndrome chromosomal region 1 protein homolog),Eif4h Wbscr1,Mus musculus (Mouse),248,10090,NA,GO:0001731; GO:0002181; GO:0003743; GO:0005844; GO:0019953; GO:0033592; GO:0034057; GO:0043024; GO:0048471; GO:0048589; GO:0097010,mmu:22384;,22384;,ENSMUST00000036125 [Q9WUK2-2];ENSMUST00000202622 [Q9WUK2-1];,KOG0118;COG0724;,NA,1530583at2759;,NA,NA,R-MMU-156827;R-MMU-72649;R-MMU-72662;R-MMU-72702;R-MMU-72706;,GO:0003676
aten_0.1.m1.34672.m1,aten_0.1.m1.34672,4.31E-20,NPFF2_RAT,blastp,NA,NA,PF00001.20;PF10320.8;PF10328.8;PF02118.20;PF15102.5,Q9EQD2,reviewed,Neuropeptide FF receptor 2 (G-protein coupled receptor 74) (Neuropeptide G-protein coupled receptor),Npffr2 Gpr74 Npff2 Npgpr,Rattus norvegicus (Rat),417,10116,NA,GO:0005887; GO:0007186; GO:0008188; GO:0015629; GO:0031628; GO:0032870; GO:0043408; GO:0045761; GO:2000479,rno:78964;,78964;,ENSRNOT00000004153;,KOG3656;ENOG410XRW9;,K08375;,1308959at2759;,NA,NA,R-RNO-389397;R-RNO-416476;,GO:0004930;GO:0007186;GO:0016021
aten_0.1.m1.15968.m1,aten_0.1.m1.15968,4.08E-11,MSHA_MYCMM,blastp,NA,NA,PF13692.5;PF00534.19;PF00531.21;PF13579.5,B2HQV2,reviewed,D-inositol 3-phosphate glycosyltransferase (EC 2.4.1.250) (N-acetylglucosamine-inositol-phosphate N-acetylglucosaminyltransferase) (GlcNAc-Ins-P N-acetylglucosaminyltransferase),mshA MMAR_0812,Mycobacterium marinum (strain ATCC BAA-535 / M),466,216594,2.4.1.250,GO:0000287; GO:0008375; GO:0010125; GO:0102710,mmi:MMAR_0812;,NA,NA,ENOG4107R5M;COG0438;,K15521;,NA,NA,NA,NA,GO:0005515;GO:0007165;GO:0004197;GO:0006508
aten_0.1.m1.18770.m1,aten_0.1.m1.18770,2.15E-15,YNHA_RHOER,blastp,NA,NA,PF01425.20,P20771,reviewed,Uncharacterized protein in nthA 5'region (Fragment),NA,Rhodococcus erythropolis (Arthrobacter picolinophilus),199,1833,NA,GO:0004040,NA,NA,NA,ENOG4105C3P;COG0154;,NA,NA,NA,NA,NA,GO:0004040
aten_0.1.m1.4448.m1,aten_0.1.m1.4448,2.43E-109,TREA_APIME,blastp,K01194,NA,PF01204.17,A8J4S9,reviewed,"Trehalase (EC 3.2.1.28) (Alpha,alpha-trehalase) (Alpha,alpha-trehalose glucohydrolase)",NA,Apis mellifera (Honeybee),626,7460,3.2.1.28,GO:0004555; GO:0005991; GO:0016021,ame:410795;,410795;,NA,KOG0602;COG1626;,K01194;,NA,MetaCyc:MONOMER-17105;,3.2.1.28;,NA,GO:0003824;GO:0004555;GO:0005991
aten_0.1.m1.26882.m1,aten_0.1.m1.26882,2.68E-14,PO21_NASVI,blastp,NA,NA,PF00078.26;PF08079.11;PF13966.5,Q03278,reviewed,Retrovirus-related Pol polyprotein from type-1 retrotransposable element R2 (Retrovirus-related Pol polyprotein from type I retrotransposable element R2) [Includes: Reverse transcriptase (EC 2.7.7.49); Endonuclease] (Fragment),NA,Nasonia vitripennis (Parasitic wasp),1025,7425,2.7.7.49,GO:0003676; GO:0003964; GO:0004519; GO:0046872,NA,NA,NA,NA,NA,NA,NA,NA,NA,
aten_0.1.m1.31220.m1,aten_0.1.m1.31220,2.00E-11,PLPK1_ARATH,blastp,NA,NA,PF01442.17;PF16274.4;PF16058.4;PF01084.19,Q9LXB8,reviewed,Protein PELPK1 (Proline-rich protein 10) (Protein Pro-Glu-Leu|Ile|Val-Pro-Lys 1),PELPK1 PRP10 At5g09530 F17I14.280 T5E8.2,Arabidopsis thaliana (Mouse-ear cress),370,3702,NA,GO:0005576; GO:0009505; GO:0009791; GO:0010030; GO:2000028,ath:AT5G09530;,830812;,NA,ENOG410JR8S;ENOG410YXQQ;,NA,1550478at2759;,NA,NA,NA,
aten_0.1.m1.10014.m1,aten_0.1.m1.10014,4.70E-14,CDR1_HUMAN,blastp,NA,YES,NA,P51861,reviewed,Cerebellar degeneration-related antigen 1 (CDR34),CDR1,Homo sapiens (Human),262,9606,NA,NA,hsa:1038;,1038;,ENST00000370532;,ENOG410J5UQ;ENOG410Y6AB;,NA,1306518at2759;,NA,NA,NA,
aten_0.1.m1.29576.m1,aten_0.1.m1.29576,3.64E-14,LRP2_PIG,blastp,NA,NA,PF00057.17,C0HL13,reviewed,Low-density lipoprotein receptor-related protein 2 (LRP-2) (Glycoprotein 330) (gp330) (Megalin),LRP2,Sus scrofa (Pig),4652,9823,NA,GO:0001843; GO:0003139; GO:0003148; GO:0003223; GO:0005509; GO:0005905; GO:0006898; GO:0007605; GO:0008144; GO:0008584; GO:0009897; GO:0016021; GO:0016324; GO:0017124; GO:0030001; GO:0030424; GO:0030425; GO:0030514; GO:0031526; GO:0031904; GO:0050769; GO:0051087; GO:0060068; GO:0060982; GO:0061156; GO:0070447; GO:0140058; GO:1904447; GO:1905167,NA,NA,NA,NA,NA,NA,NA,NA,NA,GO:0005515
aten_0.1.m1.10369.m1,aten_0.1.m1.10369,3.50E-157,MK14_RAT,blastp,K04441,NA,PF00069.24;PF07714.16;PF06293.13;PF12330.7;PF01636.22;PF14531.5,P70618,reviewed,Mitogen-activated protein kinase 14 (MAP kinase 14) (MAPK 14) (EC 2.7.11.24) (CRK1) (Mitogen-activated protein kinase p38 alpha) (MAP kinase p38 alpha),Mapk14 Csbp1 Csbp2,Rattus norvegicus (Rat),360,10116,2.7.11.24,GO:0004707; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0006357; GO:0006468; GO:0006915; GO:0008022; GO:0009749; GO:0010468; GO:0010831; GO:0035556; GO:0038066; GO:0045663; GO:0045944; GO:0046777; GO:0051403; GO:0071310; GO:1901741,NA,NA,NA,KOG0660;ENOG410XNY0;,NA,NA,NA,2.7.11.24;,R-RNO-168638;R-RNO-171007;R-RNO-198753;R-RNO-2559580;R-RNO-376172;R-RNO-418592;R-RNO-432142;R-RNO-4420097;R-RNO-450302;R-RNO-450341;R-RNO-525793;R-RNO-5668599;R-RNO-6798695;R-RNO-6804756;,GO:0004707;GO:0005524;GO:0006468;GO:0004672
aten_0.1.m1.36838.m1,aten_0.1.m1.36838,1.89E-14,GEMI_HUMAN,blastp,NA,NA,PF07412.11;PF14916.5;PF13457.5;PF15761.4;PF04156.13,O75496,reviewed,Geminin,GMNN,Homo sapiens (Human),209,9606,NA,GO:0000082; GO:0003682; GO:0003714; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006275; GO:0008156; GO:0009887; GO:0035563; GO:0042826; GO:0045786; GO:0045892; GO:0070491; GO:0071163; GO:2000104,hsa:51053;,51053;,ENST00000230056;ENST00000356509;ENST00000620958;,ENOG410IG0B;ENOG410XZS9;,K10749;,1631696at2759;,NA,NA,R-HSA-68827;R-HSA-68962;,GO:0006275
aten_0.1.m1.7806.m1,aten_0.1.m1.7806,0,OPA1_CHICK,blastp,K17079,NA,PF00350.22;PF07632.10;PF14523.5;PF08477.12;PF13191.5;PF11155.7;PF13521.5;PF13476.5;PF16559.4,Q5F499,reviewed,"Dynamin-like 120 kDa protein, mitochondrial (EC 3.6.5.5) (Optic atrophy protein 1 homolog) [Cleaved into: Dynamin-like 120 kDa protein, form S1]",OPA1 RCJMB04_1m16,Gallus gallus (Chicken),977,9031,3.6.5.5,GO:0000266; GO:0003374; GO:0003924; GO:0005525; GO:0005737; GO:0005739; GO:0005743; GO:0005758; GO:0006915; GO:0008017; GO:0008053; GO:0016020; GO:0016021; GO:0031966; GO:0046039; GO:0061025; GO:0070300; GO:0097749; GO:1901612,gga:424900;,424900;,NA,KOG0447;COG0699;,K17079;,609213at2759;,NA,NA,NA,GO:0005525;GO:0003924;GO:0005739;GO:0006915;GO:0007005
aten_0.1.m1.36350.m1,aten_0.1.m1.36350,0,S12A2_SQUAC,blastp,NA,NA,PF03522.14;PF00324.20;PF08403.9;PF09529.9;PF09481.9;PF13375.5,P55013,reviewed,Solute carrier family 12 member 2 (Bumetanide-sensitive sodium-(potassium)-chloride cotransporter 1) (NKCC) (Na-K-CL symporter),SLC12A2 NKCC1,Squalus acanthias (Spiny dogfish),1191,7797,NA,GO:0006813; GO:0006814; GO:0015377; GO:0016021,NA,NA,NA,NA,NA,NA,NA,NA,NA,GO:0016020;GO:0055085;GO:0006811;GO:0022857
aten_0.1.m1.25143.m1,aten_0.1.m1.25143,6.02E-88,BAAT_MOUSE,blastp,K00659,NA,PF08840.10;PF04775.13;PF01738.17,Q91X34,reviewed,Bile acid-CoA:amino acid N-acyltransferase (BACAT) (BAT) (EC 2.3.1.65) (Glycine N-choloyltransferase) (Long-chain fatty-acyl-CoA hydrolase) (EC 3.1.2.2),Baat,Mus musculus (Mouse),420,10090,2.3.1.65; 3.1.2.2,GO:0001889; GO:0002152; GO:0005102; GO:0005777; GO:0005829; GO:0006544; GO:0006631; GO:0006637; GO:0006699; GO:0008206; GO:0016290; GO:0016410; GO:0019530; GO:0031100; GO:0047617; GO:0047963; GO:0052689; GO:0052815; GO:0052816; GO:0052817; GO:0102991,mmu:12012;,12012;,ENSMUST00000043056;ENSMUST00000166036;,ENOG410II3X;COG1073;,K00659;,1260385at2759;,NA,NA,R-MMU-159418;R-MMU-193368;R-MMU-9033241;,GO:0006637;GO:0016790
aten_0.1.m1.36992.m1,aten_0.1.m1.36992,1.20E-11,THA11_MOUSE,blastp,NA,NA,PF05485.11;PF13359.5;PF13613.5;PF16559.4;PF02805.15;PF09280.10;PF07558.10,Q9JJD0,reviewed,THAP domain-containing protein 11 (Ronin),Thap11 MNCb-2032,Mus musculus (Mouse),305,10090,NA,GO:0000122; GO:0000978; GO:0001227; GO:0003677; GO:0005654; GO:0005737; GO:0008270; GO:0045171,mmu:59016;,59016;,ENSMUST00000040445;,ENOG410IFX3;ENOG4111FSQ;,K23211;,1177412at2759;,NA,NA,NA,GO:0003676
aten_0.1.m1.293.m1,aten_0.1.m1.293,1.96E-17,MFS12_HUMAN,blastp,NA,NA,PF13347.5;PF07690.15;PF06687.11;PF00420.23,Q6NUT3,reviewed,Major facilitator superfamily domain-containing protein 12,MFSD12 C19orf28,Homo sapiens (Human),480,9606,NA,GO:0005215; GO:0005765; GO:0005887; GO:0008643; GO:0015293; GO:0071702,hsa:126321;,126321;,ENST00000355415 [Q6NUT3-1];ENST00000389395 [Q6NUT3-2];ENST00000588918 [Q6NUT3-2];,ENOG410IMQF;ENOG4111I58;,NA,605453at2759;,NA,NA,NA,GO:0008643;GO:0015293;GO:0016021
aten_0.1.m1.31601.m1,aten_0.1.m1.31601,2.45E-123,TPIS_CHICK,blastp,K01803,NA,PF00121.17,P00940,reviewed,Triosephosphate isomerase (TIM) (EC 5.3.1.1) (Methylglyoxal synthase) (EC 4.2.3.3) (Triose-phosphate isomerase),TPI1,Gallus gallus (Chicken),248,9031,5.3.1.1; 4.2.3.3,GO:0004807; GO:0005829; GO:0006094; GO:0006096; GO:0007275; GO:0008929; GO:0019242; GO:0019563; GO:0031625; GO:0042803; GO:0046166,gga:396435;,396435;,ENSGALT00000023442;ENSGALT00000071768;,KOG1643;COG0149;,K01803;,1272577at2759;,NA,5.3.1.1;,R-GGA-352875;R-GGA-352882;R-GGA-70171;,GO:0004807;GO:0006096;GO:0003824
aten_0.1.m1.15565.m1,aten_0.1.m1.15565,1.43E-06,PXDN_MOUSE,blastp,NA,NA,PF13927.5;PF07679.15;PF13895.5;PF00047.24;PF07686.16,Q3UQ28,reviewed,Peroxidasin homolog (EC 1.11.1.7),Pxdn Kiaa0230,Mus musculus (Mouse),1475,10090,1.11.1.7,GO:0004601; GO:0005201; GO:0005615; GO:0005783; GO:0006979; GO:0020037; GO:0030198; GO:0042744; GO:0046872; GO:0055114; GO:0062023,mmu:69675;,69675;,ENSMUST00000122328;,KOG2408;ENOG410XPZ3;,K19511;,276568at2759;,NA,NA,R-MMU-2243919;,
aten_0.1.m1.33720.m1,aten_0.1.m1.33720,2.19E-180,ANO5_MOUSE,blastp,K19496,NA,PF04547.11;PF16178.4;PF11674.7;PF04415.11;PF12089.7;PF12874.6;PF11118.7;PF14447.5,Q75UR0,reviewed,Anoctamin-5 (Gnathodiaphyseal dysplasia 1 protein homolog) (Transmembrane protein 16E),Ano5 Gdd1 Tmem16e,Mus musculus (Mouse),904,10090,NA,GO:0005229; GO:0005789; GO:0005886; GO:0006821; GO:0016021; GO:0031982; GO:0046983,mmu:233246;,233246;,ENSMUST00000043944 [Q75UR0-1];ENSMUST00000207044 [Q75UR0-2];ENSMUST00000207717 [Q75UR0-3];,KOG2514;ENOG410XS4S;,K19480;,1263362at2759;,NA,NA,R-MMU-2672351;,GO:0046983
aten_0.1.m1.18869.m1,aten_0.1.m1.18869,2.39E-112,RS9_RAT,blastp,K02997,NA,PF01479.24;PF00163.18;PF14316.5,P29314,reviewed,40S ribosomal protein S9,Rps9,Rattus norvegicus (Rat),194,10116,NA,GO:0003735; GO:0006412; GO:0019843; GO:0022627; GO:0045903; GO:1990904; GO:1990932,rno:103689992;rno:81772;,103689992;81772;,ENSRNOT00000086622;ENSRNOT00000090819;,KOG3301;COG0522;,K02997;,1310788at2759;,NA,NA,R-RNO-156827;R-RNO-1799339;R-RNO-6791226;R-RNO-72649;R-RNO-72689;R-RNO-72695;R-RNO-72702;R-RNO-72706;R-RNO-975956;R-RNO-975957;,GO:0003723;GO:0003735;GO:0006412;GO:0015935;GO:0019843
aten_0.1.m1.4532.m1,aten_0.1.m1.4532,1.20E-70,T2EB_BOVIN,blastp,K03137,NA,PF02186.14,Q2KJF9,reviewed,General transcription factor IIE subunit 2 (Transcription initiation factor IIE subunit beta) (TFIIE-beta),GTF2E2,Bos taurus (Bovine),289,9913,NA,GO:0003677; GO:0005673; GO:0006367,bta:510921;,510921;,NA,KOG3095;COG5174;,K03137;,1160863at2759;,NA,NA,NA,GO:0006367;GO:0005673
aten_0.1.m1.5497.m1,aten_0.1.m1.5497,8.79E-115,HELZ_DANRE,blastp,NA,NA,PF13087.5;PF13086.5;PF00773.18;PF13604.5;PF13245.5;PF04851.14;PF13538.5;PF13361.5;PF02562.15;PF00580.20;PF00270.28;PF13401.5;PF00004.28;PF13191.5;PF09848.8;PF01443.17;PF07728.13;PF03796.14;PF05127.13;PF06745.12,Q6NYU2,reviewed,Probable helicase with zinc finger domain (EC 3.6.4.-),helz zgc:77407,Danio rerio (Zebrafish) (Brachydanio rerio),1860,7955,3.6.4.-,GO:0003677; GO:0003700; GO:0003723; GO:0004386; GO:0005524; GO:0005634; GO:0005829; GO:0035194; GO:0043186; GO:0046872,dre:406550;,406550;,NA,KOG1804;COG1112;,NA,286011at2759;,NA,NA,NA,GO:0003723;GO:0004540
aten_0.1.m1.12741.m1,aten_0.1.m1.12741,0,TPC2_MOUSE,blastp,K14077,NA,PF00520.30;PF08016.11,Q8BWC0,reviewed,Two pore calcium channel protein 2 (Voltage-dependent calcium channel protein TPC2),Tpcn2 Tpc2,Mus musculus (Mouse),731,10090,NA,GO:0005245; GO:0005764; GO:0005765; GO:0006874; GO:0006939; GO:0007040; GO:0010008; GO:0010506; GO:0016021; GO:0019722; GO:0019901; GO:0033280; GO:0034765; GO:0042802; GO:0051209; GO:0072345,mmu:233979;,233979;,ENSMUST00000058022 [Q8BWC0-1];,ENOG410KCTV;ENOG4111V21;,K14077;,761764at2759;,NA,NA,R-MMU-2672351;,GO:0005245;GO:0005765;GO:0072345;GO:0005216;GO:0006811;GO:0016020;GO:0055085
aten_0.1.m1.32298.m1,aten_0.1.m1.32298,2.86E-13,POL_CSVMV,blastp,NA,NA,PF12012.7;PF00589.21;PF00078.26;PF05869.10,Q89703,reviewed,Putative enzymatic polyprotein [Includes: Protease (PR) (EC 3.4.23.-); Reverse transcriptase (RT) (EC 2.7.7.49); Ribonuclease H (EC 3.1.26.4)],ORF 3,Cassava vein mosaic virus (CsVMV),652,38062,3.4.23.-; 2.7.7.49; 3.1.26.4,GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0006310; GO:0046872,vg:1403416;,1403416;,NA,NA,NA,4033at10239;,NA,NA,NA,GO:0003677;GO:0006310;GO:0015074;GO:0003676
aten_0.1.m1.30543.m1,aten_0.1.m1.30543,6.66E-98,FBXW8_MOUSE,blastp,K10264,NA,PF12937.6;PF00400.31;PF00646.32;PF12894.6;PF14783.5;PF14599.5,Q8BIA4,reviewed,F-box/WD repeat-containing protein 8 (F-box and WD-40 domain-containing protein 8),Fbxw8,Mus musculus (Mouse),598,10090,NA,GO:0005794; GO:0005829; GO:0006511; GO:0007030; GO:0008283; GO:0016567; GO:0019005; GO:0030687; GO:0031467; GO:0048471; GO:0050775; GO:0060712; GO:0060716; GO:0070545; GO:1901485,mmu:231672;,231672;,ENSMUST00000049474 [Q8BIA4-1];,ENOG410IQD1;ENOG4110ZIH;,K10264;,1046098at2759;,NA,NA,NA,GO:0005515
aten_0.1.m1.32281.m1,aten_0.1.m1.32281,0,DCAF1_HUMAN,blastp,K11789,NA,PF12636.6,Q9Y4B6,reviewed,DDB1- and CUL4-associated factor 1 (HIV-1 Vpr-binding protein) (VprBP) (Serine/threonine-protein kinase VPRBP) (EC 2.7.11.1) (Vpr-interacting protein),DCAF1 KIAA0800 RIP VPRBP,Homo sapiens (Human),1507,9606,2.7.11.1,GO:0000122; GO:0001650; GO:0005524; GO:0005634; GO:0005737; GO:0016032; GO:0016567; GO:0030183; GO:0030331; GO:0033151; GO:0035212; GO:0080008; GO:1990244; GO:1990245,hsa:9730;,9730;,ENST00000335891 [Q9Y4B6-3];ENST00000423656 [Q9Y4B6-1];ENST00000504652 [Q9Y4B6-2];,KOG1832;ENOG410XR8C;,K11789;,105679at2759;,NA,NA,R-HSA-983168;,GO:0005515;GO:0016567
aten_0.1.m1.3430.m1,aten_0.1.m1.3430,3.84E-06,KDM4B_HUMAN,blastp,NA,NA,PF15057.5;PF09465.9;PF09038.9;PF07039.10;PF05641.11;PF02736.18;PF15997.4,O94953,reviewed,Lysine-specific demethylase 4B (EC 1.14.11.-) (JmjC domain-containing histone demethylation protein 3B) (Jumonji domain-containing protein 2B),KDM4B JHDM3B JMJD2B KIAA0876,Homo sapiens (Human),1096,9606,1.14.11.-,GO:0005634; GO:0005654; GO:0006338; GO:0032452; GO:0032454; GO:0033169; GO:0035097; GO:0046872; GO:0051864; GO:0070544,hsa:23030;,23030;,ENST00000381759 [O94953-2];,ENOG410IT40;COG5141;,K06709;,1186832at2759;,NA,1.14.11.B1;,R-HSA-3214842;R-HSA-5693565;R-HSA-9018519;,
aten_0.1.m1.10543.m1,aten_0.1.m1.10543,1.94E-40,USOM5_ACRMI,blastp,NA,NA,PF07645.14;PF00008.26;PF14295.5;PF07472.10;PF12661.6;PF12662.6,B8VIU6,reviewed,Uncharacterized skeletal organic matrix protein 5 (Uncharacterized SOMP-5),NA,Acropora millepora (Staghorn coral) (Heteropora millepora),256,45264,NA,GO:0005576,NA,NA,NA,NA,NA,NA,NA,NA,NA,GO:0005509
aten_0.1.m1.3237.m1,aten_0.1.m1.3237,4.91E-81,QORL1_MOUSE,blastp,NA,NA,PF08240.11;PF00107.25;PF13602.5,Q921W4,reviewed,Quinone oxidoreductase-like protein 1 (EC 1.-.-.-) (Quinone oxidoreductase homolog 1) (QOH-1) (Zeta-crystallin homolog),Cryzl1,Mus musculus (Mouse),348,10090,1.-.-.-,GO:0016491,mmu:66609;,66609;,ENSMUST00000073466 [Q921W4-1];ENSMUST00000114023 [Q921W4-2];,KOG1198;COG0604;,NA,1096726at2759;,NA,NA,NA,GO:0055114;GO:0016491
aten_0.1.m1.24692.m1,aten_0.1.m1.24692,2.01E-86,TTC28_HUMAN,blastp,NA,NA,PF13176.5;PF13424.5;PF00515.27;PF13374.5;PF13181.5;PF12770.6;PF07719.16;PF13428.5;PF13431.5;PF10579.8;PF13174.5;PF13432.5;PF11192.7;PF14559.5;PF13371.5;PF07721.13;PF07720.11;PF12968.6;PF17140.3;PF14938.5;PF01535.19;PF12862.6;PF13429.5;PF14853.5;PF13414.5;PF01261.23;PF08238.11;PF16068.4;PF04212.17;PF12895.6;PF13102.5;PF10602.8,Q96AY4,reviewed,Tetratricopeptide repeat protein 28 (TPR repeat protein 28) (TPR repeat-containing big gene cloned at Keio),TTC28 KIAA1043 TPRBK,Homo sapiens (Human),2481,9606,NA,GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0072686,hsa:23331;,23331;,ENST00000397906;,KOG0548;KOG1130;COG0457;COG4995;ENOG410XP6N;,NA,733786at2759;,NA,NA,NA,GO:0005515
aten_0.1.m1.1915.m1,aten_0.1.m1.1915,4.88E-102,CP341_MOUSE,blastp,NA,NA,PF00067.21,Q9JMA7,reviewed,Cytochrome P450 3A41 (EC 1.14.14.1),Cyp3a41a Cyp3a41; Cyp3a41b,Mus musculus (Mouse),504,10090,1.14.14.1,GO:0005506; GO:0005789; GO:0009617; GO:0010468; GO:0016491; GO:0020037; GO:0032451; GO:0043231; GO:0050649; GO:0070330; GO:0101020,mmu:100041375;mmu:53973;,100041375;53973;,ENSMUST00000075837;ENSMUST00000094111;,KOG0158;COG2124;,K07424;,467733at2759;,NA,NA,R-MMU-211958;R-MMU-211981;R-MMU-5423646;,GO:0005506;GO:0016705;GO:0020037;GO:0055114
aten_0.1.m1.32727.m1,aten_0.1.m1.32727,1.51E-36,CAD96_DROME,blastp,NA,NA,PF07714.16;PF00069.24,Q9VBW3,reviewed,Tyrosine kinase receptor Cad96Ca (EC 2.7.10.1) (Cadherin-96Ca) (Tyrosine kinase receptor HD-14),Cad96Ca HD-14 CG10244,Drosophila melanogaster (Fruit fly),773,7227,2.7.10.1,GO:0004713; GO:0004714; GO:0005509; GO:0005524; GO:0005887; GO:0006468; GO:0007030; GO:0007156; GO:0007169; GO:0008284; GO:0016339; GO:0042060; GO:0043235; GO:0045177; GO:0045792; GO:0090303,dme:Dmel_CG10244;,43026;,NA,KOG0200;COG0515;,K08252;,637711at2759;,NA,NA,R-DME-109704;R-DME-1257604;R-DME-1433557;R-DME-1433559;R-DME-186763;R-DME-186797;R-DME-5673001;R-DME-6811558;,GO:0004672;GO:0006468;GO:0005524;GO:0004713
aten_0.1.m1.27593.m1,aten_0.1.m1.27593,7.88E-09,ADA1A_RAT,blastp,NA,NA,PF00001.20,P43140,reviewed,Alpha-1A adrenergic receptor (Alpha-1A adrenoreceptor) (Alpha-1A adrenoceptor) (Alpha-1C adrenergic receptor),Adra1a Adra1c,Rattus norvegicus (Rat),466,10116,NA,GO:0001985; GO:0001994; GO:0001996; GO:0001997; GO:0003084; GO:0004935; GO:0004937; GO:0005634; GO:0005886; GO:0005887; GO:0005901; GO:0007188; GO:0007200; GO:0007202; GO:0007204; GO:0007512; GO:0007568; GO:0009725; GO:0010460; GO:0010507; GO:0010613; GO:0016020; GO:0030018; GO:0030315; GO:0031965; GO:0032230; GO:0035024; GO:0042493; GO:0043410; GO:0045760; GO:0045907; GO:0045987; GO:0046982; GO:0060073; GO:0060402; GO:0060452; GO:0061049; GO:0070374; GO:0071880; GO:0090037; GO:0097195; GO:0098691; GO:0098978; GO:0098982; GO:0099055; GO:0099056; GO:0150099; GO:1903997; GO:2000300,rno:29412;,29412;,ENSRNOT00000012736;,KOG3656;ENOG410XRW9;,K04135;,1095345at2759;,NA,NA,R-RNO-390696;R-RNO-416476;R-RNO-416482;,GO:0004930;GO:0007186;GO:0016021
